date,spy,no_rules,active,total_wealth
2024-02-01,561.4602948203168,1069.1819003699895,503.63378506902376,698.839467162611
2024-02-02,567.3710256956806,1143.6179475234771,538.6965822979279,733.902264391515
2024-02-05,565.3050806743106,1139.6036809117636,536.8056783392714,732.0113604328585
2024-02-06,566.9463409776282,1135.2619003154186,534.7605002503796,729.9661823439667
2024-02-07,571.6749184615263,1152.7732594539295,543.009154741799,738.2148368353862
2024-02-08,571.9274200466522,1150.8430180558944,542.0999223828776,737.3056044764649
2024-02-09,575.2327805365948,1155.5408752421,544.3128289010142,739.5185109946015
2024-02-12,574.980315033433,1155.9013132325592,544.4826117502702,739.6882938438573
2024-02-13,567.061081623627,1141.6630385173403,537.7757303625503,732.9814124561376
2024-02-14,572.2143077436135,1157.5589668564623,545.263442746989,740.7062884283505
2024-02-15,576.1624323429345,1165.7547038621797,549.1240113258167,744.3296934194038
2024-02-16,573.2931584717159,1159.1094999052614,545.9938150325384,741.1994971261256
2024-02-20,570.1369247396077,1147.6837067036483,540.6117416215004,735.8174237150877
2024-02-21,570.6534380564234,1138.0421707225369,536.070135316375,731.2758174099622
2024-02-22,582.4633896605869,1201.29369221776,565.864507229134,761.0701893227213
2024-02-23,582.8650540855111,1204.0471040078078,567.161490652811,762.3671727463982
2024-02-26,580.730300758506,1202.1463460465964,566.2661463468761,761.4718284404632
2024-02-27,581.8091875685726,1203.8696052844068,567.0778806011627,762.2835626947499
2024-02-28,581.0402448305595,1199.2327269059945,564.8936979023944,760.0993799959815
2024-02-29,583.1290297352368,1212.8041517702106,571.2864623803375,766.4921444739248
2024-03-01,588.6036018279483,1240.3719701537693,584.2721710925805,779.4778531861677
2024-03-04,587.9723478651339,1257.0976243493624,592.1507224666424,787.3564045602295
2024-03-05,582.0961474294622,1258.7028591986157,592.9068618127858,788.112543906373
2024-03-06,585.0457036709158,1277.6020679704654,601.8092572286478,797.014939322235
2024-03-07,590.8531318829166,1304.6315251589654,614.5413730898447,809.7470551834319
2024-03-08,587.306743872448,1285.1249756033137,605.3528922682467,800.558574361834
2024-03-11,586.8017767841607,1263.6993185602576,595.2604236710407,790.4661057646279
2024-03-12,593.1142081664129,1296.1072497865923,610.5260478497959,805.731729943383
2024-03-13,592.1844841961448,1293.7765957318115,609.4282027376689,804.6338848312562
2024-03-14,591.0138770332075,1275.0124031516202,600.5894061496837,795.7950882432708
2024-03-15,586.9556302792987,1270.1444732701077,598.2963875802258,793.5020696738129
2024-03-18,590.4439624094489,1284.6404492575296,605.1246581039679,800.3303401975552
2024-03-19,593.7251119014464,1288.348225741912,606.8711911348519,802.0768732284391
2024-03-20,599.2166064353446,1305.956195349485,615.1653535947415,810.3710356883287
2024-03-21,601.1968567918569,1313.7827814660823,618.8520351488405,814.0577172424278
2024-03-22,600.0570997082683,1320.1549210973255,621.8536056022506,817.0592876958378
2024-03-25,598.3993499473339,1317.7415310439844,620.7167880345462,815.9224701281335
2024-03-26,597.2940511395091,1305.9974359634878,615.1847798182134,810.3904619118007
2024-03-27,602.3136296642817,1302.653057015171,613.6094237185048,808.815105812092
2024-03-28,602.1985281986413,1303.208678195728,613.8711468155116,809.0768289090988
2024-04-01,601.1507801236367,1310.4109206544401,617.2637338292001,812.4694159227872
2024-04-02,597.3286898250935,1317.4062577316565,620.5588589045619,815.7645409981492
2024-04-03,597.9846960153154,1325.4224203407698,624.3348396943222,819.5405217879095
2024-04-04,590.685747651222,1312.5144374810993,618.254586873944,813.4602689675312
2024-04-05,596.856521242219,1341.3825448606915,631.8527914285964,827.0584735221837
2024-04-08,597.1903515745402,1335.9503224427408,629.2939651552161,824.4996472488033
2024-04-09,597.8811407782032,1328.1659980656452,625.6271908216017,820.832872915189
2024-04-10,591.8946377781231,1331.4617363822276,627.1796349495869,822.3853170431742
2024-04-11,596.3614766940731,1356.401620586949,638.9274659565095,834.1331480500967
2024-04-12,588.1298817206153,1320.3921765384207,621.9653638126969,817.171045906284
2024-04-15,580.761692067317,1310.019633670441,617.0794196870214,813.0169847892073
2024-04-16,579.7025060096767,1312.2321801760568,618.121630718539,813.3273128121261
2024-04-17,576.2717246123467,1296.8137339672496,610.858834349336,806.0645164429231
2024-04-18,575.0859269425018,1304.476401561545,614.4683027502743,809.6739848438615
2024-04-19,570.0663844996933,1278.0138387488753,602.003220178862,797.2089022724492
2024-04-22,575.3162020377108,1274.4241053157343,600.3122908471028,795.51797294069
2024-04-23,582.1432343926788,1289.1622927246099,607.2546540756797,802.4603361692668
2024-04-24,581.8669547931777,1280.501285227544,603.1749217244783,798.3806038180655
2024-04-25,579.6565015053847,1266.6614750808078,596.6557354509122,791.8614175444993
2024-04-26,585.1480682032111,1283.8938256748895,604.7729641023984,799.9786461959857
2024-04-29,587.2203275683074,1277.0406628059104,601.5448096095062,796.7504917030933
2024-04-30,577.9181085545736,1257.3730805709185,592.2804749993359,787.4861570929231
2024-05-01,576.0414495171376,1258.0768140566652,592.6119657952273,787.8176478888145
